route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
00302,01001,00302_01001_2866,四条河原町・百万遍・上終町,,1,00302_01001_2866,S_00302010,1,0
00302,01001,00302_01001_2868,四条河原町・百万遍・上終町,,1,00302_01001_2868,S_00302030,1,0
00302,01001,00302_01001_2874,四条河原町・百万遍・上終町,,1,00302_01001_2956,S_00302010,1,0
003A0,01001,00302_01001_2876,京都外大,,1,00302_01001_2876,S_00302030,1,0
00302,01001,00302_01001_2884,四条河原町・百万遍・上終町,,1,00302_01001_2791,S_00302010,1,0
00302,01001,00302_01001_2886,四条河原町・百万遍・上終町,,1,00302_01001_2886,S_00302030,1,0
00302,01001,00302_01001_2887,四条河原町・百万遍・上終町,,1,00302_01001_2887,S_00302010,1,0
00302,01001,00302_01001_2889,四条河原町・百万遍・上終町,,1,00302_01001_2889,S_00302030,1,0
00302,01001,00302_01001_2890,四条河原町・百万遍・上終町,,1,00302_01001_2931,S_00301001,1,0
00302,01001,00302_01001_2900,四条河原町・百万遍・上終町,,1,003A0_01001_3085,S_00302010,1,0
003A0,01001,00302_01001_2902,四条河原町・百万遍・北白川仕伏町,,1,00302_01001_2902,S_00302030,1,0
00302,01001,00302_01001_2903,四条河原町・百万遍・上終町,,1,00302_01001_2763,S_00302010,1,0
00302,01001,00302_01001_2905,四条河原町・百万遍・上終町,,1,00302_01001_2905,S_00302030,1,0
00302,01001,00302_01001_2918,四条河原町・百万遍・上終町,,1,00302_01001_2918,S_00302010,1,0
00302,01001,00302_01001_2920,四条河原町・百万遍・上終町,,1,00302_01001_2920,S_00302030,1,0
00302,01001,00302_01001_2929,四条河原町・百万遍・上終町,,1,003B0_01001_2928,S_00302010,1,0
00302,01001,00302_01001_2931,四条河原町・百万遍・上終町,,1,00302_01001_2931,S_00302030,1,0
00302,01001,00302_01001_2934,四条河原町・百万遍・上終町,,1,003A0_01001_2800,S_00302010,1,0
